time i j heightsForShapeDisplay heightsFromShapeDisplay forceFromShapeDisplay
9.70601 6 1 20000 -15176 249
9.70601 6 2 20000 20014 240
9.70601 6 3 20000 19978 283
9.70601 6 4 20000 19990 205
9.70601 7 0 20000 19990 364
9.70601 7 1 20000 19996 172
9.70601 7 2 20000 20032 294
9.70601 7 3 20000 19996 192
9.70601 7 4 20000 19978 343
9.70601 8 0 20000 20014 222
9.70601 8 1 20000 -14726 259
9.70601 8 2 20000 20014 254
9.70601 8 3 20000 20026 360
9.70601 8 4 20000 20008 229
9.70601 9 0 20000 20032 344
9.70601 9 1 20000 19996 222
9.70601 9 2 20000 19978 360
9.70601 9 3 20000 20014 87
9.70601 9 4 20000 19984 260
9.72301 0 0 20000 20014 172
9.72301 0 1 20000 -10832 304
9.72301 0 2 20000 19996 236
9.72301 0 3 20000 20014 390
9.72301 0 4 20000 19996 182
9.72301 1 0 20000 20014 295
9.72301 1 1 20000 20008 223
9.72301 1 2 20000 20014 304
9.72301 1 3 20000 19996 190
9.72301 1 4 20000 20014 341
9.72301 2 0 20000 19996 29
9.72301 2 1 20000 -14030 238
9.72301 2 2 20000 20010 235
9.72301 2 3 20000 20014 310
9.72301 2 4 20000 19996 147
9.72301 3 0 20000 20014 92
9.72301 3 1 20000 20014 240
9.72301 3 2 20000 20014 369
9.72301 3 3 20000 20008 230
9.72301 3 4 20000 20014 296
9.72301 4 0 20000 20008 138
9.72301 4 1 20000 -10046 286
9.72301 4 2 62800 61996 370
9.72301 4 3 20000 20014 294
9.72301 4 4 20000 20008 207
9.72301 5 0 20000 20020 298
9.72301 5 1 20000 19996 232
9.72301 5 2 20000 20014 305
9.72301 5 3 20000 19990 228
9.72301 5 4 20000 20014 312
9.72301 6 0 20000 12952 534
9.72301 6 1 20000 -15176 249
9.72301 6 2 20000 20014 236
9.72301 6 3 20000 19972 288
9.72301 6 4 20000 19990 198
9.72301 7 0 20000 19990 368
9.72301 7 1 20000 19996 165
9.72301 7 2 20000 20032 295
9.72301 7 3 20000 19996 187
9.72301 7 4 20000 19978 343
9.72301 8 0 20000 20014 220
9.72301 8 1 20000 -14726 259
9.72301 8 2 20000 20008 249
9.72301 8 3 20000 20020 360
9.72301 8 4 20000 20014 237
9.72301 9 0 20000 20032 344
9.72301 9 1 20000 19996 221
9.72301 9 2 20000 19972 360
9.72301 9 3 20000 20014 96
9.72301 9 4 20000 19978 264
9.73901 0 0 20000 20014 172
9.73901 0 1 20000 -10832 304
9.73901 0 2 20000 19996 236
9.73901 0 3 20000 20014 390
9.73901 0 4 20000 19996 182
9.73901 1 0 20000 20014 295
9.73901 1 1 20000 20008 223
9.73901 1 2 20000 20014 304
9.73901 1 3 20000 19996 190
9.73901 1 4 20000 20014 341
9.73901 2 0 20000 19996 29
9.73901 2 1 20000 -14030 238
9.73901 2 2 20000 20010 235
9.73901 2 3 20000 20014 310
9.73901 2 4 20000 19996 147
9.73901 3 0 20000 20014 92
9.73901 3 1 20000 20014 240
9.73901 3 2 20000 20014 369
9.73901 3 3 20000 20008 230
9.73901 3 4 20000 20014 296
9.73901 4 0 20000 20008 138
9.73901 4 1 20000 -10046 286
9.73901 4 2 63000 61996 370
9.73901 4 3 20000 20014 294
9.73901 4 4 20000 20008 207
9.73901 5 0 20000 20020 298
9.73901 5 1 20000 19996 232
9.73901 5 2 20000 20014 305
9.73901 5 3 20000 19990 228
9.73901 5 4 20000 20014 312
9.73901 6 0 20000 12952 534
9.73901 6 1 20000 -15176 249
9.73901 6 2 20000 20014 236
9.73901 6 3 20000 19972 288
9.73901 6 4 20000 19990 198
9.73901 7 0 20000 19990 368
9.73901 7 1 20000 19996 165
9.73901 7 2 20000 20032 295
9.73901 7 3 20000 19996 187
9.73901 7 4 20000 19978 343
9.73901 8 0 20000 20014 220
9.73901 8 1 20000 -14726 259
9.73901 8 2 20000 20008 249
9.73901 8 3 20000 20020 360
9.73901 8 4 20000 20014 237
9.73901 9 0 20000 20032 344
9.73901 9 1 20000 19996 221
9.73901 9 2 20000 19972 360
9.73901 9 3 20000 20014 96
9.73901 9 4 20000 19978 264
9.75601 0 0 20000 20014 172
9.75601 0 1 20000 -10832 304
9.75601 0 2 20000 19996 239
9.75601 0 3 20000 20020 392
9.75601 0 4 20000 19990 181
9.75601 1 0 20000 20014 294
9.75601 1 1 20000 20008 225
9.75601 1 2 20000 20020 303
9.75601 1 3 20000 20002 188
9.75601 1 4 20000 20020 341
9.75601 2 0 20000 19996 29
9.75601 2 1 20000 -14030 238
9.75601 2 2 20000 20004 232
9.75601 2 3 20000 20020 313
9.75601 2 4 20000 19996 152
9.75601 3 0 20000 20014 94
9.75601 3 1 20000 20014 241
9.75601 3 2 20000 20014 367
9.75601 3 3 20000 20014 227
9.75601 3 4 20000 20014 295
9.75601 4 0 20000 20008 138
9.75601 4 1 20000 -10046 286
9.75601 4 2 63200 62152 371
9.75601 4 3 20000 20020 292
9.75601 4 4 20000 20008 208
9.75601 5 0 20000 20014 296
9.75601 5 1 20000 19996 227
9.75601 5 2 20000 20014 305
9.75601 5 3 20000 19996 228
9.75601 5 4 20000 20014 312
9.75601 6 0 20000 12952 534
9.75601 6 1 20000 -15176 249
9.75601 6 2 20000 20008 238
9.75601 6 3 20000 19978 289
9.75601 6 4 20000 19990 205
9.75601 7 0 20000 19984 369
9.75601 7 1 20000 19990 169
9.75601 7 2 20000 20038 293
9.75601 7 3 20000 19996 186
9.75601 7 4 20000 19978 345
9.75601 8 0 20000 20014 220
9.75601 8 1 20000 -14726 259
9.75601 8 2 20000 20008 252
9.75601 8 3 20000 20020 358
9.75601 8 4 20000 20002 235
9.75601 9 0 20000 20032 344
9.75601 9 1 20000 19996 223
9.75601 9 2 20000 19978 361
9.75601 9 3 20000 20008 94
9.75601 9 4 20000 19978 262
9.77301 0 0 20000 20002 169
9.77301 0 1 20000 -10832 304
9.77301 0 2 20000 19996 224
9.77301 0 3 20000 20014 394
9.77301 0 4 20000 19996 185
9.77301 1 0 20000 20014 296
9.77301 1 1 20000 20008 225
9.77301 1 2 20000 20020 304
9.77301 1 3 20000 19996 190
9.77301 1 4 20000 20020 342
9.77301 2 0 20000 19996 29
9.77301 2 1 20000 -14030 238
9.77301 2 2 20000 20010 241
9.77301 2 3 20000 20020 308
9.77301 2 4 20000 20002 152
9.77301 3 0 20000 20020 93
9.77301 3 1 20000 20008 243
9.77301 3 2 20000 20014 367
9.77301 3 3 20000 20008 235
9.77301 3 4 20000 20020 294
9.77301 4 0 20000 20014 126
9.77301 4 1 20000 -10046 286
9.77301 4 2 63400 62278 381
9.77301 4 3 20000 20020 293
9.77301 4 4 20000 20014 217
9.77301 5 0 20000 20020 297
9.77301 5 1 20000 19996 228
9.77301 5 2 20000 20020 306
9.77301 5 3 20000 19996 235
9.77301 5 4 20000 20020 312
9.77301 6 0 20000 22552 552
9.77301 6 1 20000 -15176 249
9.77301 6 2 20000 20014 238
9.77301 6 3 20000 19978 287
9.77301 6 4 20000 19990 202
9.77301 7 0 20000 19990 371
9.77301 7 1 20000 19996 165
9.77301 7 2 20000 20032 294
9.77301 7 3 20000 19996 190
9.77301 7 4 20000 19978 345
9.77301 8 0 20000 20020 220
9.77301 8 1 20000 -14726 259
9.77301 8 2 20000 20008 259
9.77301 8 3 20000 20020 359
9.77301 8 4 20000 20002 239
9.77301 9 0 20000 20032 344
9.77301 9 1 20000 19996 220
9.77301 9 2 20000 19978 360
9.77301 9 3 20000 20008 91
9.77301 9 4 20000 19984 262
9.78901 0 0 20000 20002 164
9.78901 0 1 20000 -10832 304
9.78901 0 2 20000 19990 232
9.78901 0 3 20000 20014 396
9.78901 0 4 20000 19996 182
9.78901 1 0 20000 20014 297
9.78901 1 1 20000 20008 222
9.78901 1 2 20000 20020 303
9.78901 1 3 20000 20002 187
9.78901 1 4 20000 20014 342
9.78901 2 0 20000 19996 28
9.78901 2 1 20000 -14030 238
9.78901 2 2 20000 20010 239
9.78901 2 3 20000 20014 311
9.78901 2 4 20000 19996 156
9.78901 3 0 20000 20020 94
9.78901 3 1 20000 20008 239
9.78901 3 2 20000 20014 365
9.78901 3 3 20000 20020 235
9.78901 3 4 20000 20014 294
9.78901 4 0 20000 20014 121
9.78901 4 1 20000 -10046 286
9.78901 4 2 63600 62356 380
9.78901 4 3 20000 20020 293
9.78901 4 4 20000 20014 214
9.78901 5 0 20000 20020 300
9.78901 5 1 20000 19990 222
9.78901 5 2 20000 20014 306
9.78901 5 3 20000 19996 228
9.78901 5 4 20000 20020 311
9.78901 6 0 20000 24934 531
9.78901 6 1 20000 -15176 249
9.78901 6 2 20000 20008 237
9.78901 6 3 20000 19978 292
9.78901 6 4 20000 19996 208
9.78901 7 0 20000 19990 368
9.78901 7 1 20000 19996 170
9.78901 7 2 20000 20032 296
9.78901 7 3 20000 19996 198
9.78901 7 4 20000 19978 341
9.78901 8 0 20000 20014 222
9.78901 8 1 20000 -14726 259
9.78901 8 2 20000 20014 252
9.78901 8 3 20000 20026 360
9.78901 8 4 20000 20002 239
9.78901 9 0 20000 20038 346
9.78901 9 1 20000 19996 219
9.78901 9 2 20000 19978 359
9.78901 9 3 20000 20008 95
9.78901 9 4 20000 19984 262
9.80601 0 0 20000 20002 164
9.80601 0 1 20000 -10832 304
9.80601 0 2 20000 19996 233
9.80601 0 3 20000 20020 398
9.80601 0 4 20000 19996 193
9.80601 1 0 20000 20014 296
9.80601 1 1 20000 20008 220
9.80601 1 2 20000 20014 304
9.80601 1 3 20000 20002 187
9.80601 1 4 20000 20020 340
9.80601 2 0 20000 19996 28
9.80601 2 1 20000 -14030 238
9.80601 2 2 20000 20010 234
9.80601 2 3 20000 20014 307
9.80601 2 4 20000 19996 152
9.80601 3 0 20000 20020 94
9.80601 3 1 20000 20014 240
9.80601 3 2 20000 20014 366
9.80601 3 3 20000 20008 226
9.80601 3 4 20000 20020 292
9.80601 4 0 20000 20014 121
9.80601 4 1 20000 -10046 286
9.80601 4 2 63800 62464 392
9.80601 4 3 20000 20014 293
9.80601 4 4 20000 20008 217
9.80601 5 0 20000 20014 295
9.80601 5 1 20000 19990 234
9.80601 5 2 20000 20020 305
9.80601 5 3 20000 19990 228
9.80601 5 4 20000 20020 311
9.80601 6 0 20000 24934 531
9.80601 6 1 20000 -15176 249
9.80601 6 2 20000 20014 244
9.80601 6 3 20000 19978 291
9.80601 6 4 20000 19990 211
9.80601 7 0 20000 19990 368
9.80601 7 1 20000 19990 168
9.80601 7 2 20000 20032 299
9.80601 7 3 20000 19996 198
9.80601 7 4 20000 19978 343
9.80601 8 0 20000 20014 222
9.80601 8 1 20000 -14726 259
9.80601 8 2 20000 20008 249
9.80601 8 3 20000 20026 361
9.80601 8 4 20000 20014 231
9.80601 9 0 20000 20032 346
9.80601 9 1 20000 19996 220
9.80601 9 2 20000 19978 359
9.80601 9 3 20000 20008 88
9.80601 9 4 20000 19984 265
9.82301 0 0 20000 20008 167
9.82301 0 1 20000 -10832 304
9.82301 0 2 20000 19996 232
9.82301 0 3 20000 20014 393
9.82301 0 4 20000 19996 188
9.82301 1 0 20000 20014 296
9.82301 1 1 20000 20014 226
9.82301 1 2 20000 20014 303
9.82301 1 3 20000 19996 191
9.82301 1 4 20000 20014 341
9.82301 2 0 20000 19996 27
9.82301 2 1 20000 -14030 238
9.82301 2 2 20000 20004 231
9.82301 2 3 20000 20020 311
9.82301 2 4 20000 19996 153
9.82301 3 0 20000 20014 103
9.82301 3 1 20000 20008 240
9.82301 3 2 20000 20020 368
9.82301 3 3 20000 20008 235
9.82301 3 4 20000 20020 292
9.82301 4 0 20000 20008 137
9.82301 4 1 20000 -10046 286
9.82301 4 2 64000 62758 410
9.82301 4 3 20000 20020 294
9.82301 4 4 20000 20008 217
9.82301 5 0 20000 20014 298
9.82301 5 1 20000 19996 236
9.82301 5 2 20000 20020 306
9.82301 5 3 20000 19996 227
9.82301 5 4 20000 20014 311
9.82301 6 0 20000 13084 634
9.82301 6 1 20000 -15176 249
9.82301 6 2 20000 20008 245
9.82301 6 3 20000 19972 290
9.82301 6 4 20000 19990 202
9.82301 7 0 20000 19990 370
9.82301 7 1 20000 19996 172
9.82301 7 2 20000 20032 301
9.82301 7 3 20000 19990 192
9.82301 7 4 20000 19972 344
9.82301 8 0 20000 20008 222
9.82301 8 1 20000 -14726 259
9.82301 8 2 20000 20008 250
9.82301 8 3 20000 20026 360
9.82301 8 4 20000 20002 235
9.82301 9 0 20000 20032 346
9.82301 9 1 20000 19996 217
9.82301 9 2 20000 19978 360
9.82301 9 3 20000 20014 81
9.82301 9 4 20000 19984 263
9.84001 0 0 20000 20008 163
9.84001 0 1 20000 -10832 304
9.84001 0 2 20000 19996 234
9.84001 0 3 20000 20014 392
9.84001 0 4 20000 19996 194
9.84001 1 0 20000 20020 296
9.84001 1 1 20000 20014 225
9.84001 1 2 20000 20014 303
9.84001 1 3 20000 19990 191
9.84001 1 4 20000 20020 341
9.84001 2 0 20000 19996 27
9.84001 2 1 20000 -14030 238
9.84001 2 2 20000 20004 231
9.84001 2 3 20000 20014 317
9.84001 2 4 20000 19990 152
9.84001 3 0 20000 20014 92
9.84001 3 1 20000 20014 242
9.84001 3 2 20000 20020 371
9.84001 3 3 20000 20014 230
9.84001 3 4 20000 20014 294
9.84001 4 0 20000 20008 130
9.84001 4 1 20000 -10046 286
9.84001 4 2 64200 63070 413
9.84001 4 3 20000 20014 295
9.84001 4 4 20000 20014 223
9.84001 5 0 20000 20014 299
9.84001 5 1 20000 19996 228
9.84001 5 2 20000 20020 304
9.84001 5 3 20000 19996 230
9.84001 5 4 20000 20020 312
9.84001 6 0 20000 17350 700
9.84001 6 1 20000 -15176 249
9.84001 6 2 20000 20008 242
9.84001 6 3 20000 19978 288
9.84001 6 4 20000 19990 202
9.84001 7 0 20000 19984 367
9.84001 7 1 20000 19996 177
9.84001 7 2 20000 20038 297
9.84001 7 3 20000 19990 200
9.84001 7 4 20000 19978 343
9.84001 8 0 20000 20008 222
9.84001 8 1 20000 -14726 259
9.84001 8 2 20000 20008 251
9.84001 8 3 20000 20020 358
9.84001 8 4 20000 20014 230
9.84001 9 0 20000 20038 346
9.84001 9 1 20000 19990 219
9.84001 9 2 20000 19978 360
9.84001 9 3 20000 20008 83
9.84001 9 4 20000 19984 264
9.85601 0 0 20000 20008 163
9.85601 0 1 20000 -10832 304
9.85601 0 2 20000 19996 225
9.85601 0 3 20000 20014 387
9.85601 0 4 20000 19996 190
9.85601 1 0 20000 20014 297
9.85601 1 1 20000 20008 222
9.85601 1 2 20000 20014 304
9.85601 1 3 20000 19990 189
9.85601 1 4 20000 20014 341
9.85601 2 0 20000 19996 27
9.85601 2 1 20000 -14030 238
9.85601 2 2 20000 20004 233
9.85601 2 3 20000 20020 314
9.85601 2 4 20000 20002 158
9.85601 3 0 20000 20020 88
9.85601 3 1 20000 20014 243
9.85601 3 2 20000 20020 366
9.85601 3 3 20000 20008 227
9.85601 3 4 20000 20020 296
9.85601 4 0 20000 20008 130
9.85601 4 1 20000 -10046 286
9.85601 4 2 64400 63274 416
9.85601 4 3 20000 20014 296
9.85601 4 4 20000 20014 218
9.85601 5 0 20000 20020 300
9.85601 5 1 20000 19990 224
9.85601 5 2 20000 20020 307
9.85601 5 3 20000 19996 232
9.85601 5 4 20000 20014 310
9.85601 6 0 20000 17350 700
9.85601 6 1 20000 -15176 249
9.85601 6 2 20000 20014 251
9.85601 6 3 20000 19978 290
9.85601 6 4 20000 19990 196
9.85601 7 0 20000 19984 368
9.85601 7 1 20000 19990 174
9.85601 7 2 20000 20032 296
9.85601 7 3 20000 19996 203
9.85601 7 4 20000 19978 344
9.85601 8 0 20000 20008 222
9.85601 8 1 20000 -14726 259
9.85601 8 2 20000 20014 251
9.85601 8 3 20000 20020 358
9.85601 8 4 20000 20014 236
9.85601 9 0 20000 20032 346
9.85601 9 1 20000 19990 216
9.85601 9 2 20000 19978 361
9.85601 9 3 20000 20014 81
9.85601 9 4 20000 19984 264
9.87301 0 0 20000 20008 169
9.87301 0 1 20000 -10832 304
9.87301 0 2 20000 19996 236
9.87301 0 3 20000 20014 391
9.87301 0 4 20000 19996 193
9.87301 1 0 20000 20020 295
9.87301 1 1 20000 20008 226
9.87301 1 2 20000 20020 303
9.87301 1 3 20000 19996 190
9.87301 1 4 20000 20020 341
9.87301 2 0 20000 19990 27
9.87301 2 1 20000 -14030 238
9.87301 2 2 20000 20004 238
9.87301 2 3 20000 20014 313
9.87301 2 4 20000 19996 153
9.87301 3 0 20000 20020 87
9.87301 3 1 20000 20008 238
9.87301 3 2 20000 20014 369
9.87301 3 3 20000 20014 231
9.87301 3 4 20000 20014 294
9.87301 4 0 20000 20014 119
9.87301 4 1 20000 -10046 286
9.87301 4 2 64600 63514 419
9.87301 4 3 20000 20020 297
9.87301 4 4 20000 20008 199
9.87301 5 0 20000 20014 298
9.87301 5 1 20000 19996 227
9.87301 5 2 20000 20020 307
9.87301 5 3 20000 19996 232
9.87301 5 4 20000 20014 310
9.87301 6 0 20000 22834 558
9.87301 6 1 20000 -15176 249
9.87301 6 2 20000 20008 245
9.87301 6 3 20000 19978 291
9.87301 6 4 20000 19990 206
9.87301 7 0 20000 19990 368
9.87301 7 1 20000 19996 173
9.87301 7 2 20000 20032 292
9.87301 7 3 20000 19996 199
9.87301 7 4 20000 19978 344
9.87301 8 0 20000 20014 224
9.87301 8 1 20000 -14726 259
9.87301 8 2 20000 20014 261
9.87301 8 3 20000 20026 359
9.87301 8 4 20000 20002 244
9.87301 9 0 20000 20038 348
9.87301 9 1 20000 19990 215
9.87301 9 2 20000 19978 362
9.87301 9 3 20000 20008 83
9.87301 9 4 20000 19984 268
9.89001 0 0 20000 20014 170
9.89001 0 1 20000 -10832 304
9.89001 0 2 20000 20002 238
9.89001 0 3 20000 20014 389
9.89001 0 4 20000 19996 191
9.89001 1 0 20000 20020 295
9.89001 1 1 20000 20014 220
9.89001 1 2 20000 20014 303
9.89001 1 3 20000 20002 183
9.89001 1 4 20000 20014 342
9.89001 2 0 20000 19996 28
9.89001 2 1 20000 -14030 238
9.89001 2 2 20000 19998 231
9.89001 2 3 20000 20020 309
9.89001 2 4 20000 19996 155
9.89001 3 0 20000 20020 83
9.89001 3 1 20000 20008 239
9.89001 3 2 20000 20014 367
9.89001 3 3 20000 20002 223
9.89001 3 4 20000 20014 297
9.89001 4 0 20000 20008 125
9.89001 4 1 20000 -10046 286
9.89001 4 2 64800 64012 397
9.89001 4 3 20000 20020 294
9.89001 4 4 20000 20014 197
9.89001 5 0 20000 20014 297
9.89001 5 1 20000 19996 231
9.89001 5 2 20000 20020 304
9.89001 5 3 20000 19996 228
9.89001 5 4 20000 20020 312
9.89001 6 0 20000 13102 666
9.89001 6 1 20000 -15176 249
9.89001 6 2 20000 20008 250
9.89001 6 3 20000 19978 286
9.89001 6 4 20000 19984 197
9.89001 7 0 20000 19984 369
9.89001 7 1 20000 19990 173
9.89001 7 2 20000 20032 296
9.89001 7 3 20000 19996 185
9.89001 7 4 20000 19978 344
9.89001 8 0 20000 20014 221
9.89001 8 1 20000 -14726 259
9.89001 8 2 20000 20008 255
9.89001 8 3 20000 20026 358
9.89001 8 4 20000 20026 241
9.89001 9 0 20000 20032 349
9.89001 9 1 20000 19996 219
9.89001 9 2 20000 19978 359
9.89001 9 3 20000 20008 84
9.89001 9 4 20000 19984 268
9.90601 0 0 20000 20014 170
9.90601 0 1 20000 -10832 304
9.90601 0 2 20000 20002 238
9.90601 0 3 20000 20014 389
9.90601 0 4 20000 19996 191
9.90601 1 0 20000 20020 295
9.90601 1 1 20000 20014 220
9.90601 1 2 20000 20014 303
9.90601 1 3 20000 20002 183
9.90601 1 4 20000 20014 342
9.90601 2 0 20000 19996 28
9.90601 2 1 20000 -14030 238
9.90601 2 2 20000 19998 231
9.90601 2 3 20000 20020 309
9.90601 2 4 20000 19996 155
9.90601 3 0 20000 20020 83
9.90601 3 1 20000 20008 239
9.90601 3 2 20000 20014 367
9.90601 3 3 20000 20002 223
9.90601 3 4 20000 20014 297
9.90601 4 0 20000 20008 125
9.90601 4 1 20000 -10046 286
9.90601 4 2 65000 64012 397
9.90601 4 3 20000 20020 294
9.90601 4 4 20000 20014 197
9.90601 5 0 20000 20014 297
9.90601 5 1 20000 19996 231
9.90601 5 2 20000 20020 304
9.90601 5 3 20000 19996 228
9.90601 5 4 20000 20020 312
9.90601 6 0 20000 13102 666
9.90601 6 1 20000 -15176 249
9.90601 6 2 20000 20008 250
9.90601 6 3 20000 19978 286
9.90601 6 4 20000 19984 197
9.90601 7 0 20000 19984 369
9.90601 7 1 20000 19990 173
9.90601 7 2 20000 20032 296
9.90601 7 3 20000 19996 185
9.90601 7 4 20000 19978 344
9.90601 8 0 20000 20014 221
9.90601 8 1 20000 -14726 259
9.90601 8 2 20000 20008 255
9.90601 8 3 20000 20026 358
9.90601 8 4 20000 20026 241
9.90601 9 0 20000 20032 349
9.90601 9 1 20000 19996 219
9.90601 9 2 20000 19978 359
9.90601 9 3 20000 20008 84
9.90601 9 4 20000 19984 268
9.92301 0 0 20000 20002 175
9.92301 0 1 20000 -10832 304
9.92301 0 2 20000 19996 240
9.92301 0 3 20000 20014 391
9.92301 0 4 20000 19996 192
9.92301 1 0 20000 20020 297
9.92301 1 1 20000 20008 222
9.92301 1 2 20000 20014 303
9.92301 1 3 20000 20002 186
9.92301 1 4 20000 20020 339
9.92301 2 0 20000 19996 28
9.92301 2 1 20000 -14030 238
9.92301 2 2 20000 20010 237
9.92301 2 3 20000 20020 318
9.92301 2 4 20000 20002 154
9.92301 3 0 20000 20020 82
9.92301 3 1 20000 20014 241
9.92301 3 2 20000 20020 369
9.92301 3 3 20000 20002 223
9.92301 3 4 20000 20014 295
9.92301 4 0 20000 20008 130
9.92301 4 1 20000 -10046 286
9.92301 4 2 65200 64132 387
9.92301 4 3 20000 20014 295
9.92301 4 4 20000 20008 205
9.92301 5 0 20000 20020 297
9.92301 5 1 20000 19996 226
9.92301 5 2 20000 20014 304
9.92301 5 3 20000 19996 222
9.92301 5 4 20000 20014 312
9.92301 6 0 20000 19216 598
9.92301 6 1 20000 -15176 249
9.92301 6 2 20000 20008 245
9.92301 6 3 20000 19978 288
9.92301 6 4 20000 19984 204
9.92301 7 0 20000 19984 368
9.92301 7 1 20000 19996 175
9.92301 7 2 20000 20038 292
9.92301 7 3 20000 19990 184
9.92301 7 4 20000 19978 345
9.92301 8 0 20000 20008 222
9.92301 8 1 20000 -14726 259
9.92301 8 2 20000 20008 253
9.92301 8 3 20000 20026 359
9.92301 8 4 20000 19996 237
9.92301 9 0 20000 20038 350
9.92301 9 1 20000 19996 219
9.92301 9 2 20000 19972 360
9.92301 9 3 20000 20008 76
9.92301 9 4 20000 19990 263
9.93901 0 0 20000 20008 181
9.93901 0 1 20000 -10832 304
9.93901 0 2 20000 19990 240
9.93901 0 3 20000 20020 394
9.93901 0 4 20000 19996 191
9.93901 1 0 20000 20014 297
9.93901 1 1 20000 20008 225
9.93901 1 2 20000 20020 304
9.93901 1 3 20000 20002 188
9.93901 1 4 20000 20014 339
9.93901 2 0 20000 19996 29
9.93901 2 1 20000 -14030 238
9.93901 2 2 20000 20010 227
9.93901 2 3 20000 20014 317
9.93901 2 4 20000 19990 149
9.93901 3 0 20000 20014 96
9.93901 3 1 20000 20008 239
9.93901 3 2 20000 20020 367
9.93901 3 3 20000 20014 234
9.93901 3 4 20000 20020 295
9.93901 4 0 20000 20014 121
9.93901 4 1 20000 -10046 286
9.93901 4 2 65400 64300 383
9.93901 4 3 20000 20020 295
9.93901 4 4 20000 20014 214
9.93901 5 0 20000 20014 298
9.93901 5 1 20000 19996 228
9.93901 5 2 20000 20014 302
9.93901 5 3 20000 19996 226
9.93901 5 4 20000 20014 312
9.93901 6 0 20000 25690 404
9.93901 6 1 20000 -15176 249
9.93901 6 2 20000 20014 245
9.93901 6 3 20000 19978 288
9.93901 6 4 20000 19996 204
9.93901 7 0 20000 19984 368
9.93901 7 1 20000 19990 171
9.93901 7 2 20000 20032 289
9.93901 7 3 20000 19990 187
9.93901 7 4 20000 19978 346
9.93901 8 0 20000 20008 222
9.93901 8 1 20000 -14726 259
9.93901 8 2 20000 20014 256
9.93901 8 3 20000 20026 358
9.93901 8 4 20000 20008 239
9.93901 9 0 20000 20038 349
9.93901 9 1 20000 19990 222
9.93901 9 2 20000 19978 360
9.93901 9 3 20000 20008 78
9.93901 9 4 20000 19984 257
9.95601 0 0 20000 20008 177
9.95601 0 1 20000 -10832 304
9.95601 0 2 20000 20002 228
9.95601 0 3 20000 20020 395
9.95601 0 4 20000 19990 193
9.95601 1 0 20000 20020 298
9.95601 1 1 20000 20002 222
9.95601 1 2 20000 20014 302
9.95601 1 3 20000 19990 180
9.95601 1 4 20000 20014 338
9.95601 2 0 20000 19996 28
9.95601 2 1 20000 -14030 238
9.95601 2 2 20000 20004 236
9.95601 2 3 20000 20014 315
9.95601 2 4 20000 20002 151
9.95601 3 0 20000 20014 94
9.95601 3 1 20000 20014 239
9.95601 3 2 20000 20014 368
9.95601 3 3 20000 20008 224
9.95601 3 4 20000 20014 292
9.95601 4 0 20000 20008 125
9.95601 4 1 20000 -10046 286
9.95601 4 2 65600 64360 348
9.95601 4 3 20000 20014 295
9.95601 4 4 20000 20014 210
9.95601 5 0 20000 20014 299
9.95601 5 1 20000 19996 235
9.95601 5 2 20000 20014 307
9.95601 5 3 20000 19990 229
9.95601 5 4 20000 20014 314
9.95601 6 0 20000 24148 478
9.95601 6 1 20000 -15176 249
9.95601 6 2 20000 20008 242
9.95601 6 3 20000 19978 285
9.95601 6 4 20000 19990 206
9.95601 7 0 20000 19990 368
9.95601 7 1 20000 19996 174
9.95601 7 2 20000 20032 289
9.95601 7 3 20000 19996 186
9.95601 7 4 20000 19978 343
9.95601 8 0 20000 20008 223
9.95601 8 1 20000 -14726 259
9.95601 8 2 20000 20008 253
9.95601 8 3 20000 20020 356
9.95601 8 4 20000 20008 235
9.95601 9 0 20000 20038 346
9.95601 9 1 20000 19996 221
9.95601 9 2 20000 19978 361
9.95601 9 3 20000 20008 80
9.95601 9 4 20000 19984 260
9.97301 0 0 20000 20008 179
9.97301 0 1 20000 -10832 304
9.97301 0 2 20000 19996 222
9.97301 0 3 20000 20014 396
9.97301 0 4 20000 19996 195
9.97301 1 0 20000 20014 297
9.97301 1 1 20000 20014 227
9.97301 1 2 20000 20020 304
9.97301 1 3 20000 19990 182
9.97301 1 4 20000 20014 341
9.97301 2 0 20000 19996 28
9.97301 2 1 20000 -14030 238
9.97301 2 2 20000 20004 235
9.97301 2 3 20000 20014 317
9.97301 2 4 20000 20002 151
9.97301 3 0 20000 20020 93
9.97301 3 1 20000 20014 239
9.97301 3 2 20000 20014 366
9.97301 3 3 20000 20014 225
9.97301 3 4 20000 20014 295
9.97301 4 0 20000 20008 128
9.97301 4 1 20000 -10046 286
9.97301 4 2 65800 64396 349
9.97301 4 3 20000 20014 293
9.97301 4 4 20000 20008 215
9.97301 5 0 20000 20014 296
9.97301 5 1 20000 19996 239
9.97301 5 2 20000 20014 308
9.97301 5 3 20000 19996 222
9.97301 5 4 20000 20014 313
9.97301 6 0 20000 15820 362
9.97301 6 1 20000 -15176 249
9.97301 6 2 20000 20014 254
9.97301 6 3 20000 19972 285
9.97301 6 4 20000 19984 202
9.97301 7 0 20000 19984 372
9.97301 7 1 20000 19990 172
9.97301 7 2 20000 20032 295
9.97301 7 3 20000 19996 193
9.97301 7 4 20000 19978 341
9.97301 8 0 20000 20008 225
9.97301 8 1 20000 -14726 259
9.97301 8 2 20000 20008 242
9.97301 8 3 20000 20020 358
9.97301 8 4 20000 20008 236
9.97301 9 0 20000 20038 346
9.97301 9 1 20000 19996 222
